Species,v,kap,kap_R,p_M,k_J,kap_G,k,g,f_tL,p_Am,w,E_m,t_0
Corvus corone,0.03433,0.9704,0.95,689.5,0.02812,0.7993,0.2988,,,,,,
Corvus frugilegus,0.04198,0.9687,0.95,470.4,0.01963,0.8008,0.3052,,,,,,
Corvus hawaiiensis,0.03323,0.9704,0.95,624.2,0.02543,0.7998,0.2983,,,,,,
Corvus monedula,0.0363,0.9036,0.95,733.3,0.03103,0.8004,0.3097,,,,,,
Corvus splendens,0.02154,0.9484,0.95,3806.0,0.1606,0.8014,0.3086,,,,,,
Pica pica,0.0293,0.9549,0.95,528.3,0.02175,0.8003,0.3014,,,,,,
Pica hudsonia,0.03105,0.9564,0.95,531.8,0.02135,0.7992,0.2943,,,,,,
Garrulus glandarius,0.03971,0.9685,0.95,516.3,0.02092,0.799,0.297,,,,,,
Eopsaltria georgiana,0.03718,0.956,0.95,459.5,0.01869,0.7998,0.2979,,,,,,
Picathartes gymnocephalus,0.03969,0.9655,0.95,479.9,0.01934,0.7998,0.2951,,,,,,
Remiz pendulinus,0.03188,0.8206,0.95,331.4,0.01372,0.8002,0.303,,,,,,
Lophophanes cristatus,0.03199,0.8344,0.95,264.3,0.01087,0.801,0.3008,,,,,,
Poecile atricapillus,0.02536,0.9346,0.95,971.1,0.03952,0.7991,0.2983,,,,,,
Poecile montanus,0.02616,0.939,0.95,525.5,0.02153,0.8012,0.2996,,,,,,
Poecile palustris,0.02373,0.9383,0.95,522.3,0.02097,0.7992,0.2943,,,,,,
Parus major,0.0236,0.7775,0.95,943.5,0.0388,0.8002,0.3011,,,,,,
Parus monticolus,0.03111,0.9209,0.95,502.9,0.02041,0.7995,0.2974,,,,,,
Cyanistes caeruleus,0.01545,0.6904,0.95,2391.0,0.09868,0.8004,0.302,,,,,,
Periparus ater,0.02377,0.9231,0.95,363.6,0.01528,0.8002,0.3076,,,,,,
Alauda arvensis,0.06721,0.9181,0.95,466.2,0.01918,0.8017,0.3006,,,,,,
Ammomanes deserti,0.05531,0.9425,0.95,698.4,0.02889,0.8004,0.3027,,,,,,
Calandrella cinerea,0.03172,0.977,0.95,673.4,0.02739,0.7991,0.2981,,,,,,
Calendulauda barlowi,0.03562,0.975,0.95,1027.0,0.04393,0.8031,0.312,,,,,,
Calendulauda erythrochlamys,0.03917,0.9826,0.95,718.8,0.02937,0.8001,0.2992,,,,,,
Certhilauda chuana,0.0698,0.7253,0.95,111.8,0.004796,0.8022,0.3132,,,,,,
Eremophila alpestris,0.05016,0.9656,0.95,525.6,0.02145,0.7996,0.2989,,,,,,
Galerida cristata,0.04304,0.9371,0.95,855.4,0.03503,0.7991,0.3002,,,,,,
Abroscopus superciliaris,0.03479,0.9582,0.95,533.1,0.02184,0.8006,0.2997,,,,,,
Cisticola aridulus,0.03169,0.912,0.95,790.0,0.03274,0.8008,0.3031,,,,,,
Orthotomus sutorius,0.02603,0.9628,0.95,753.2,0.03094,0.8013,0.3003,,,,,,
Prinia maculosa,0.02732,0.9583,0.95,569.2,0.02327,0.8011,0.2989,,,,,,
Acrocephalus arundinaceus,0.02999,0.9576,0.95,1007.0,0.03919,0.7989,0.2853,,,,,,
Acrocephalus melanopogon,0.03369,0.9596,0.95,1141.0,0.04651,0.8001,0.2984,,,,,,
Acrocephalus palustris,0.03447,0.9543,0.95,916.0,0.03728,0.7992,0.2983,,,,,,
Acrocephalus scirpaceus,0.0355,0.9723,0.95,685.3,0.02801,0.8013,0.2988,,,,,,
Donacobius atricapilla,0.02855,0.9744,0.95,643.0,0.02622,0.8,0.2985,,,,,,
Cecropis semirufa,0.02078,0.8716,0.95,668.9,0.02714,0.7992,0.2973,,,,,,
Delichon urbicum,0.0223,0.9111,0.95,840.2,0.03524,0.8009,0.3067,,,,,,
Tachycineta albilinea,0.02658,0.8443,0.95,568.7,0.02258,0.7991,0.2911,,,,,,
Tachycineta bicolor,0.03361,0.9493,0.95,464.3,0.01914,0.7991,0.3021,,,,,,
Tachycineta cyaneoviridis,0.02943,0.9358,0.95,442.9,0.01839,0.8007,0.3038,,,,,,
Tachycineta leucorrhoa,0.02524,0.9125,0.95,686.2,0.02829,0.8011,0.3015,,,,,,
Tachycineta stolzmanni,0.0232,0.885,0.95,440.3,0.01808,0.8006,0.3004,,,,,,
Tachycineta thalassina,0.03077,0.9012,0.95,516.7,0.02158,0.8004,0.3056,,,,,,
Hirundo atrocaerulea,0.02875,0.8834,0.95,471.1,0.01944,0.8009,0.3019,,,,,,
Hirundo neoxena,0.02207,0.8671,0.95,598.1,0.02465,0.8024,0.3009,,,,,,
Hirundo rustica,0.02524,0.9451,0.95,395.1,0.0166,0.8004,0.3075,,,,,,
Hirundo tahitica,0.02756,0.9754,0.95,506.8,0.02009,0.7991,0.2906,,,,,,
Notiochelidon cyanoleuca,0.02203,0.9412,0.95,679.1,0.02762,0.7972,0.2989,,,,,,
Petrochelidon ariel,0.03691,0.841,0.95,344.1,0.01398,0.8,0.2975,,,,,,
Petrochelidon pyrrhonota,0.03132,0.8096,0.95,686.6,0.02788,0.8001,0.2972,,,,,,
Petrochelidon spilodera,0.03694,0.9734,0.95,516.8,0.0218,0.8002,0.3087,,,,,,
Progne chalybea,0.03053,0.9659,0.95,556.6,0.02302,0.8005,0.3026,,,,,,
Progne subis,0.03637,0.81,0.95,738.3,0.03235,0.8023,0.3199,,,,,,
Progne tapera,0.03351,0.8279,0.95,703.9,0.0334,0.8031,0.346,,,,,,
Riparia riparia,0.03183,0.6984,0.95,566.8,0.02305,0.8008,0.2974,,,,,,
Stelgidopteryx ruficollis,0.03863,0.9153,0.95,373.0,0.01572,0.8018,0.308,,,,,,
Sylvia atricapilla,0.05024,0.8792,0.95,675.3,0.02703,0.7996,0.2932,,,,,,
Chamaea fasciata,0.02652,0.951,0.95,578.0,0.02472,0.8007,0.3129,,,,,,
Sinosuthora zappeyi,0.03277,0.9752,0.95,406.8,0.01693,0.8009,0.3044,,,,,,
Zosterops lateralis,0.03592,0.9756,0.95,617.4,0.025,0.7997,0.2966,,,,,,
Zosterops virens,0.03103,0.9906,0.95,734.3,0.02895,0.8003,0.2886,,,,,,
Argya squamiceps,0.03791,0.9891,0.95,562.8,0.02287,0.7997,0.2977,,,,,,
Garrulax strepitans,0.0444,0.9799,0.95,628.0,0.02535,0.7989,0.296,,,,,,
Trochalopteron elliotii,0.03997,0.9924,0.95,570.5,0.02314,0.8025,0.2961,,,,,,
Phylloscopus trochilus,0.02937,0.9275,0.95,676.6,0.02787,0.8003,0.3015,,,,,,
Phylloscopus collybita,0.02686,0.9521,0.95,662.8,0.02822,0.8023,0.3108,,,,,,
Phylloscopus sibilatrix,0.02865,0.9564,0.95,588.5,0.02423,0.8006,0.3013,,,,,,
Urosphena squameiceps,0.02912,0.9389,0.95,866.5,0.03557,0.8005,0.3004,,,,,,
Bombycilla cedrorum,0.04069,0.9623,0.95,872.1,0.03538,0.7997,0.2972,,,,,,
Cinclus cinclus,0.04062,0.9811,0.95,499.1,0.02033,0.7999,0.2983,,,,,,
Cinclus leucocephalus,0.03859,0.9579,0.95,539.4,0.02207,0.8,0.2996,,,,,,
Copsychus malabaricus,0.03598,0.9231,0.95,801.3,0.03197,0.7982,0.2928,,,,,,
Erithacus rubecula,0.03053,0.8662,0.95,787.1,0.03243,0.8001,0.3017,,,,,,
Pogonocichla stellata,0.0421,0.9592,0.95,684.1,0.02726,0.7994,0.292,,,,,,
Ficedula albicollis,0.02834,0.9285,0.95,1016.0,0.04111,0.7994,0.2966,,,,,,
Ficedula hypoleuca,0.04,0.9545,0.95,414.5,0.01789,0.8017,0.3152,,,,,,
Myrmecocichla formicivora,0.04259,0.9444,0.95,543.4,0.02256,0.8011,0.3035,,,,,,
Oenanthe familiaris,0.0323,0.956,0.95,856.4,0.03523,0.7989,0.3016,,,,,,
Oenanthe oenanthe,0.03725,0.9631,0.95,846.9,0.03441,0.8,0.2975,,,,,,
Saxicola rubicola,0.03964,0.8146,0.95,2401.0,0.002,0.7996,,,,,,,
Saxicola torquatus,0.04079,0.8636,0.95,439.8,0.01849,0.8007,0.3075,,,,,,
Saxicola rubetra,0.03136,0.9381,0.95,695.0,0.02815,0.7997,0.2967,,,,,,
Catharus bicknelli,0.04323,0.9733,0.95,481.1,0.0197,0.8006,0.2996,,,,,,
Catharus dryas,0.04614,0.9667,0.95,596.5,0.02523,0.8017,0.3091,,,,,,
Catharus fuscescens,0.04166,0.9702,0.95,890.7,0.0363,0.8002,0.2983,,,,,,
Catharus minimus,0.03339,0.9696,0.95,1173.0,0.04762,0.7999,0.2973,,,,,,
Catharus ustulatus,0.06076,0.9415,0.95,531.6,0.02146,0.7994,0.2958,,,,,,
Chlamydochaera jefferyi,0.04296,0.9703,0.95,622.9,0.02571,0.8014,0.3017,,,,,,
Geokichla gurneyi,0.04497,0.9799,0.95,542.6,0.02213,0.7992,0.299,,,,,,
Hylocichla mustelina,0.04534,0.931,0.95,939.2,0.0378,0.7997,0.2948,,,,,,
Myadestes obscurus,0.039,0.9556,0.95,639.9,0.02643,0.8005,0.3022,,,,,,
Myadestes palmeri,0.04246,0.9186,0.95,496.5,0.02023,0.7995,0.2984,,,,,,
Sialia currucoides,0.06136,0.8362,0.95,241.2,0.009852,0.8002,0.2991,,,,,,
Sialia mexicana,0.02704,0.6179,0.95,1631.0,0.06765,0.7997,0.3039,,,,,,
Turdus eremita,0.0366,0.972,0.95,922.1,0.03757,0.7995,0.2985,,,,,,
Turdus hauxwelli,0.05705,0.9715,0.95,526.1,0.02142,0.7998,0.2983,,,,,,
Turdus iliacus,0.03795,0.9638,0.95,748.9,0.03079,0.799,0.3014,,,,,,
Turdus merula,0.04278,0.9805,0.95,779.7,0.03168,0.7987,0.298,,,,,,
Turdus migratorius,0.04756,0.9508,0.95,726.7,0.03211,0.8022,0.3226,,,,,,
Turdus olivaceus,0.03104,0.9843,0.95,677.8,0.02747,0.7981,0.2975,,,,,,
Turdus philomelos,0.04527,0.9812,0.95,510.8,0.01995,0.7954,0.2876,,,,,,
Turdus rubrocanus,0.04627,0.9921,0.95,863.9,0.03557,0.8006,0.3013,,,,,,
Turdus rufiventris,0.05076,0.9813,0.95,837.6,0.03476,0.7979,0.3047,,,,,,
Turdus torquatus,0.04627,0.9504,0.95,702.2,0.02879,0.8009,0.2999,,,,,,
Turdus viscivorus,0.03095,0.9641,0.95,1577.0,0.0632,0.7994,0.2936,,,,,,
Acridotheres cristatellus,0.03272,0.9188,0.95,1128.0,0.04585,0.8,0.2975,,,,,,
Acridotheres tristis,0.02823,0.9129,0.95,739.2,0.03017,0.7996,0.299,,,,,,
Buphagus erythrorhynchus,0.04035,0.9474,0.95,712.7,0.03363,0.8038,0.3439,,,,,,
Sturnus vulgaris,0.04841,0.819,0.95,671.3,0.02815,0.8017,0.3064,,,,,,
Margarops fuscatus,0.04282,0.9926,0.95,729.3,0.02825,0.7976,0.2845,,,,,,
Mimus polyglottos,0.05018,0.9031,0.95,699.5,0.02883,0.8008,0.3015,,,,,,
Oreoscoptes montanus,0.0358,0.9479,0.95,710.1,0.02901,0.8009,0.2988,,,,,,
Toxostoma curvirostre,0.03608,0.9817,0.95,681.4,0.02786,0.7981,0.3001,,,,,,
Toxostoma longirostre,0.04848,0.9545,0.95,704.6,0.02978,0.7982,0.3102,,,,,,
Toxostoma rufum,0.03721,0.9508,0.95,1968.0,0.08134,0.8012,0.3022,,,,,,
Regulus regulus,0.02064,0.7928,0.95,991.9,0.04061,0.7997,0.2999,,,,,,
Regulus ignicapillus,0.02017,0.7763,0.95,657.3,0.02713,0.7995,0.3024,,,,,,
Tichodroma muraria,0.02295,0.9354,0.95,482.9,0.01975,0.7995,0.2997,,,,,,
Campylorhynchus brunneicapillus,0.03891,0.8017,0.95,379.7,0.01544,0.8004,0.2975,,,,,,
Catherpes mexicanus,0.0313,0.6871,0.95,282.7,0.01157,0.8012,0.2992,,,,,,
Cistothorus palustris,0.02566,0.9398,0.95,496.2,0.02005,0.7998,0.296,,,,,,
Thryothorus ludovicianus,0.02784,0.9696,0.95,642.6,0.02603,0.7997,0.2967,,,,,,
Troglodytes aedon,0.03447,0.817,0.95,610.0,0.02506,0.8026,0.2998,,,,,,
Troglodytes musculus,0.02438,0.8641,0.95,1786.0,0.07347,0.8002,0.3012,,,,,,
Sitta europaea,0.03122,0.9245,0.95,285.5,0.01169,0.7998,0.2998,,,,,,
Microbates cinereiventris,0.03627,0.9272,0.95,294.5,0.01211,0.8004,0.301,,,,,,
Certhia familiaris,0.02811,0.9364,0.95,725.6,0.02951,0.8006,0.2976,,,,,,
Anthobaphes violacea,0.03083,0.9563,0.95,424.4,0.01747,0.8017,0.3007,,,,,,
Cinnyris jugularis,0.03112,0.9779,0.95,583.4,0.02397,0.7991,0.3012,,,,,,
Cinnyris osea,0.02821,0.9642,0.95,556.7,0.02288,0.8002,0.3008,,,,,,
Cinnyris talatala,0.03436,0.903,0.95,627.0,0.02551,0.7996,0.298,,,,,,
Promerops cafer,0.03529,0.9166,0.95,498.3,0.02045,0.8011,0.3001,,,,,,
Ploceus castaneiceps,0.04152,0.9643,0.95,842.9,0.03295,0.7949,0.2881,,,,,,
Ploceus cucullatus,0.03246,0.9538,0.95,1089.0,0.04371,0.7998,0.2938,,,,,,
Foudia rubra,0.04948,0.9611,0.95,439.0,0.01775,0.8001,0.296,,,,,,
Amandava subflava,0.02814,0.9404,0.95,451.7,0.01865,0.7992,0.3026,,,,,,
Lonchura oryzivora,0.02778,0.8764,0.95,468.0,0.02003,0.8011,0.313,,,,,,
Spermestes cucullata,0.02691,0.9442,0.95,446.8,0.01796,0.7978,0.295,,,,,,
Taeniopygia guttata,0.02626,0.9211,0.95,559.8,0.02293,0.8012,0.2995,,,,,,
Passer cinnamomeus,0.04173,0.9141,0.95,403.9,0.01672,0.7999,0.3031,,,,,,
Passer domesticus,0.08809,0.8382,0.95,126.2,0.00521,0.801,0.3019,,,,,,
Passer montanus,0.0281,0.8474,0.95,1352.0,0.05671,0.8001,0.3071,,,,,,
Anthus hellmayri,0.03593,0.9665,0.95,608.5,0.02488,0.7998,0.2995,,,,,,
Anthus pratensis,0.03107,0.9708,0.95,633.8,0.02587,0.8,0.2989,,,,,,
Anthus rubescens,0.03163,0.9421,0.95,718.4,0.02937,0.8002,0.2993,,,,,,
Anthus spinoletta,0.0335,0.9364,0.95,942.0,0.03852,0.8009,0.2991,,,,,,
Anthus spragueii,0.02978,0.9759,0.95,794.5,0.03231,0.7996,0.2979,,,,,,
Motacilla aguimp,0.03356,0.9639,0.95,747.9,0.03044,0.7999,0.298,,,,,,
Motacilla alba,0.04232,0.9595,0.95,563.0,0.02334,0.8004,0.3034,,,,,,
Motacilla citreola,0.02997,0.9785,0.95,771.0,0.03157,0.8009,0.2995,,,,,,
Motacilla clara,0.03795,0.972,0.95,650.4,0.0265,0.7992,0.2987,,,,,,
Motacilla flava,0.02553,0.9764,0.95,882.8,0.03604,0.7999,0.2989,,,,,,
Acanthis flammea,0.03765,0.9291,0.95,907.6,0.03709,0.8002,0.2992,,,,,,
Acanthis hornemanni,0.04747,0.9579,0.95,432.1,0.01733,0.7986,0.2942,,,,,,
Carduelis carduelis,0.03456,0.9608,0.95,665.0,0.02688,0.8,0.2959,,,,,,
Chlorodrepanis flava,0.02798,0.9705,0.95,785.6,0.03224,0.8002,0.3005,,,,,,
Chlorodrepanis virens,0.03259,0.9135,0.95,446.1,0.02074,0.8039,0.3388,,,,,,
Himatione sanguinea,0.04223,0.8017,0.95,730.3,0.02911,0.7999,0.2919,,,,,,
Loxioides bailleui,0.02697,0.9675,0.95,660.0,0.02684,0.7982,0.2985,,,,,,
Loxops coccineus,0.02853,0.9643,0.95,606.8,0.02483,0.7999,0.2996,,,,,,
Magumma parva,0.03364,0.9503,0.95,353.2,0.01439,0.7996,0.2984,,,,,,
Paroreomyza montana,0.02637,0.9636,0.95,895.2,0.03704,0.8009,0.3026,,,,,,
Telespiza cantans,0.03035,0.953,0.95,756.9,0.03129,0.8012,0.3022,,,,,,
Euphonia hirundinacea,0.02712,0.9809,0.95,554.6,0.02229,0.7993,0.2946,,,,,,
Haemorhous mexicanus,0.02715,0.9364,0.95,687.0,0.02786,0.7984,0.2975,,,,,,
Leucosticte australis,0.03429,0.9705,0.95,566.8,0.02325,0.7967,0.3016,,,,,,
Leucosticte tephrocotis,0.04546,0.879,0.95,442.2,0.01794,0.7995,0.2972,,,,,,
Pinicola enucleator,0.03707,0.9596,0.95,811.1,0.0325,0.7993,0.2936,,,,,,
Serinus canaria,0.03136,0.9528,0.95,525.8,0.0217,0.7988,0.3027,,,,,,
Spinus pinus,0.03165,0.9691,0.95,614.9,0.02555,0.8014,0.3037,,,,,,
Spinus tristis,0.03419,0.9216,0.95,562.0,0.02297,0.8003,0.2992,,,,,,
Calcarius lapponicus,0.04098,0.9864,0.95,449.1,0.01839,0.7998,0.2999,,,,,,
Calcarius ornatus,0.04344,0.9703,0.95,704.5,0.02858,0.8,0.297,,,,,,
Calcarius pictus,0.05096,0.9645,0.95,608.0,0.02477,0.7997,0.2984,,,,,,
Plectrophenax nivalis,0.03486,0.955,0.95,1147.0,0.04705,0.7993,0.3007,,,,,,
Rhynchophanes mccownii,0.03781,0.9653,0.95,748.4,0.03034,0.8007,0.2966,,,,,,
Emberiza calandra,0.04513,0.9676,0.95,779.6,0.03209,0.7999,0.3014,,,,,,
Emberiza citrinella,0.04202,0.9706,0.95,532.5,0.02187,0.8001,0.3007,,,,,,
Ammodramus savannarum,0.04566,0.9333,0.95,540.9,0.02224,0.7993,0.3013,,,,,,
Cardinalis cardinalis,0.04543,0.9531,0.95,892.5,0.03649,0.8003,0.2993,,,,,,
Chlorothraupis carmioli,0.03193,0.9841,0.95,965.6,0.03944,0.8001,0.299,,,,,,
Passerina amoena,0.03346,0.9526,0.95,748.5,0.02976,0.7988,0.2916,,,,,,
Passerina ciris,0.04391,0.8343,0.95,638.1,0.02614,0.7999,0.3,,,,,,
Passerina cyanea,0.03766,0.8959,0.95,1014.0,0.04099,0.8009,0.2956,,,,,,
Pheucticus ludovicianus,0.05239,0.9604,0.95,637.6,0.0269,0.8053,0.3069,,,,,,
Pheucticus melanocephalus,0.04084,0.9757,0.95,952.5,0.03781,0.7989,0.2911,,,,,,
Piranga olivacea,0.03523,0.9573,0.95,790.0,0.03246,0.7986,0.3014,,,,,,
Piranga rubra,0.06415,0.9637,0.95,483.7,0.01986,0.8011,0.3003,,,,,,
Spiza americana,0.04417,0.9359,0.95,866.9,0.03399,0.797,0.2882,,,,,,
Chlorochrysa nitidissima,0.02737,0.9381,0.95,602.6,0.02652,0.8014,0.3216,,,,,,
Chlorochrysa calliparaea,0.03326,0.9399,0.95,465.7,0.01894,0.8,0.2979,,,,,,
Cypsnagra hirundinacea,0.03161,0.9701,0.95,691.5,0.02805,0.7997,0.2971,,,,,,
Diuca diuca,0.04165,0.9868,0.95,533.3,0.0217,0.8006,0.2978,,,,,,
Emberizoides ypiranganus,0.0398,0.9832,0.95,472.1,0.01934,0.7998,0.3,,,,,,
Geospiza conirostris,0.04529,0.9721,0.95,680.2,0.02799,0.7994,0.3015,,,,,,
Geospiza fortis,0.0434,0.9627,0.95,627.8,0.02452,0.7999,0.286,,,,,,
Geospiza scandens,0.03948,0.9522,0.95,786.8,0.03159,0.7983,0.2946,,,,,,
Lanio versicolor,0.03433,0.9838,0.95,578.6,0.02353,0.797,0.2988,,,,,,
Microspingus torquatus,0.03825,0.971,0.95,893.2,0.03592,0.799,0.2948,,,,,,
Poospiza ornata,0.05194,0.9719,0.95,569.4,0.02325,0.8003,0.2989,,,,,,
Sporophila beltoni,0.03643,0.9767,0.95,819.1,0.03352,0.801,0.2993,,,,,,
Sporophila corvina,0.0329,0.9333,0.95,884.8,0.03641,0.8001,0.3013,,,,,,
Sporophila plumbea,0.03426,0.949,0.95,579.7,0.0248,0.802,0.3125,,,,,,
Tangara parzudakii,0.04312,0.9731,0.95,542.0,0.02206,0.8001,0.298,,,,,,
Tersina viridis,0.03139,0.9553,0.95,468.5,0.02001,0.8008,0.3124,,,,,,
Thraupis episcopus,0.03837,0.959,0.95,577.0,0.02367,0.8011,0.2999,,,,,,
Ammospiza caudacuta,0.03919,0.9415,0.95,930.7,0.0363,0.7966,0.2868,,,,,,
Ammospiza leconteii,0.03673,0.9466,0.95,844.7,0.03565,0.8004,0.3089,,,,,,
Ammospiza maritima,0.04328,0.958,0.95,641.8,0.02666,0.7998,0.3042,,,,,,
Arremon castaneiceps,0.04839,0.9615,0.95,464.0,0.01888,0.8,0.2979,,,,,,
Artemisiospiza belli,0.03628,0.9483,0.95,750.7,0.03098,0.801,0.3017,,,,,,
Artemisiospiza nevadensis,0.04082,0.9522,0.95,566.1,0.02248,0.8005,0.2905,,,,,,
Atlapetes latinuchus,0.03729,0.9711,0.95,493.5,0.0195,0.801,0.289,,,,,,
Atlapetes melanolaemus,0.041,0.9689,0.95,478.2,0.01937,0.7995,0.2968,,,,,,
Atlapetes semirufus,0.04183,0.9875,0.95,415.5,0.01775,0.8034,0.3115,,,,,,
Calamospiza melanocorys,0.0482,0.9325,0.95,868.7,0.03505,0.7941,0.2977,,,,,,
Centronyx henslowii,0.03829,0.9518,0.95,931.4,0.03837,0.8002,0.3015,,,,,,
Chlorospingus flavigularis,0.02325,0.9896,0.95,544.8,0.02233,0.8001,0.3002,,,,,,
Chondestes grammacus,0.04165,0.965,0.95,712.6,0.02966,0.8005,0.3046,,,,,,
Junco hyemalis,0.03657,0.9128,0.95,863.6,0.03513,0.8005,0.2977,,,,,,
Junco phaeonotus,0.0331,0.9758,0.95,493.0,0.02037,0.8004,0.3024,,,,,,
Melospiza lincolnii,0.03587,0.973,0.95,523.5,0.02134,0.8001,0.2985,,,,,,
Melospiza melodia,0.03261,0.9584,0.95,733.3,0.03006,0.7989,0.3006,,,,,,
Melozone aberti,0.04482,0.9738,0.95,482.0,0.01963,0.7999,0.2983,,,,,,
Melozone crissalis,0.1047,0.9098,0.95,610.4,0.02457,0.7998,0.2948,,,,,,
Passerculus sandwichensis,0.02762,0.8442,0.95,3925.0,0.2193,0.8097,0.4043,,,,,,
Passerella iliaca,0.04073,0.9736,0.95,458.2,0.01883,0.8001,0.3008,,,,,,
Peucaea aestivalis,0.03521,0.9379,0.95,806.9,0.03349,0.8018,0.3033,,,,,,
Peucaea botterii,0.04831,0.9754,0.95,584.5,0.02388,0.8002,0.299,,,,,,
Peucaea carpalis,0.02781,0.9546,0.95,808.6,0.03295,0.7997,0.2985,,,,,,
Peucaea cassinii,0.04014,0.9793,0.95,619.8,0.02535,0.7995,0.2997,,,,,,
Pipilo chlorurus,0.05956,0.9103,0.95,405.7,0.01672,0.8004,0.3017,,,,,,
Pipilo erythrophthalmus,0.0477,0.9603,0.95,567.6,0.02281,0.7947,0.2962,,,,,,
Pipilo maculatus,0.07049,0.9054,0.95,569.1,0.02342,0.7998,0.3014,,,,,,
Pooecetes gramineus,0.04564,0.9747,0.95,630.1,0.02587,0.8009,0.3003,,,,,,
Spizella breweri,0.0425,0.9545,0.95,545.8,0.02211,0.799,0.297,,,,,,
Spizella pallida,0.03933,0.9791,0.95,513.8,0.02108,0.8012,0.3,,,,,,
Spizella passerina,0.03616,0.9485,0.95,758.6,0.03019,0.7975,0.2923,,,,,,
Spizella pusilla,0.0281,0.9555,0.95,1489.0,0.06177,0.8007,0.3036,,,,,,
Spizelloides arborea,0.0484,0.9773,0.95,365.4,0.01505,0.7992,0.302,,,,,,
Zonotrichia albicollis,0.04781,0.9709,0.95,536.9,0.02254,0.8014,0.3069,,,,,,
Zonotrichia atricapilla,0.05014,0.9653,0.95,633.0,0.02585,0.8011,0.2986,,,,,,
Zonotrichia capensis,0.04365,0.9805,0.95,497.8,0.02066,0.8003,0.3039,,,,,,
Zonotrichia leucophrys,0.04255,0.9406,0.95,592.3,0.0242,0.8004,0.299,,,,,,
Zonotrichia querula,0.04145,0.9742,0.95,834.9,0.03384,0.7988,0.2972,,,,,,
Basileuterus tristriatus,0.03123,0.9793,0.95,534.2,0.02177,0.8016,0.2979,,,,,,
Geothlypis formosa,0.05603,0.93,0.95,475.7,0.01934,0.7993,0.2979,,,,,,
Geothlypis trichas,0.03692,0.8878,0.95,1072.0,0.04321,0.7986,0.2955,,,,,,
Leiothlypis peregrina,0.04381,0.9247,0.95,561.8,0.02477,0.8036,0.3214,,,,,,
Myioborus miniatus,0.0284,0.9321,0.95,912.0,0.036,0.7986,0.2895,,,,,,
Myioborus pictus,0.03287,0.9709,0.95,574.8,0.02355,0.8007,0.2997,,,,,,
Parkesia motacilla,0.04002,0.9684,0.95,611.0,0.02491,0.8019,0.2979,,,,,,
Parkesia noveboracensis,0.0434,0.9583,0.95,575.6,0.02363,0.7975,0.3015,,,,,,
Protonotaria citrea,0.04072,0.9587,0.95,572.1,0.02438,0.8047,0.3102,,,,,,
Seiurus aurocapilla,0.04342,0.9625,0.95,602.7,0.02466,0.7996,0.2998,,,,,,
Setophaga aestiva,0.03694,0.9388,0.95,662.6,0.02721,0.8021,0.2999,,,,,,
Setophaga caerulescens,0.03501,0.8595,0.95,829.9,0.03459,0.8001,0.3052,,,,,,
Setophaga citrina,0.03536,0.8926,0.95,1290.0,0.05234,0.8015,0.2965,,,,,,
Setophaga discolor,0.04097,0.9387,0.95,498.2,0.01986,0.7995,0.292,,,,,,
Setophaga kirtlandii,0.03178,0.9614,0.95,542.7,0.02273,0.7999,0.3067,,,,,,
Setophaga ruticilla,0.03434,0.924,0.95,724.8,0.02916,0.801,0.2943,,,,,,
Setophaga petechia,0.0394,0.9485,0.95,834.9,0.03401,0.7999,0.2983,,,,,,
Setophaga striata,0.03673,0.925,0.95,778.5,0.03158,0.8007,0.2967,,,,,,
Setophaga townsendi,0.03504,0.9385,0.95,1203.0,0.04943,0.7998,0.301,,,,,,
Setophaga virens,0.04677,0.9331,0.95,644.7,0.02584,0.7998,0.2936,,,,,,
Vermivora cyanoptera,0.03869,0.9368,0.95,609.6,0.02515,0.7996,0.3022,,,,,,
Icteria virens,0.08206,0.9343,0.95,389.4,0.01589,0.8006,0.2986,,,,,,
Agelaioides badius,0.04908,0.9753,0.95,555.3,0.02251,0.7997,0.2969,,,,,,
Agelaius phoeniceus,0.04246,0.9628,0.95,951.5,0.03883,0.8003,0.2987,,,,,,
Amblyramphus holosericeus,0.04352,0.977,0.95,656.2,0.02681,0.8005,0.2989,,,,,,
Dolichonyx oryzivorus,0.04881,0.9656,0.95,404.0,0.01633,0.7995,0.2962,,,,,,
Euphagus cyanocephalus,0.04901,0.9557,0.95,601.4,0.02459,0.8001,0.2994,,,,,,
Hypopyrrhus pyrohypogaster,0.04086,0.9648,0.95,596.9,0.02383,0.7989,0.2927,,,,,,
Icterus galbula,0.03831,0.9793,0.95,679.7,0.02783,0.8004,0.2997,,,,,,
Icterus parisorum,0.0428,0.9856,0.95,397.6,0.01628,0.7997,0.2999,,,,,,
Molothrus aeneus,0.05455,0.8736,0.95,651.5,0.02637,0.7991,0.2967,,,,,,
Molothrus ater,0.05364,0.8561,0.95,604.5,0.02455,0.8,0.2974,,,,,,
Molothrus bonariensis,0.0555,0.8295,0.95,678.5,0.02802,0.8016,0.3018,,,,,,
Molothrus rufoaxillaris,0.02903,0.9132,0.95,2790.0,0.1249,0.8021,0.3268,,,,,,
Pseudoleistes virescens,0.05511,0.9828,0.95,377.5,0.01547,0.8001,0.3001,,,,,,
Quiscalus major,0.04911,0.9744,0.95,887.4,0.03534,0.7993,0.2919,,,,,,
Quiscalus mexicanus,0.04936,0.9834,0.95,785.6,0.03207,0.8,0.2989,,,,,,
Quiscalus quiscula,0.04675,0.9695,0.95,672.4,0.02738,0.8007,0.2979,,,,,,
